result_id	run_id	run_date	SampleName	source	sample	normal/tumor	sampleN	library	library_id	lane_id	partitioning	sample_type	read1	read2	study_id	note
##11191504	HHC2JBGXX	2015-11-19	NCI0276_Ac_T_Tumor	NCI0276	NCI0276_Ac_T	Tumor		NCI0276_Ac_T				RNASeq	/projects/Clinomics/DATA/Sample_NCI0276_Ac_T_HHC2JBGXX/Sample_NCI0276_Ac_T_HHC2JBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0276_Ac_T_HHC2JBGXX/Sample_NCI0276_Ac_T_HHC2JBGXX_R2.fastq.gz		
##11191505	HHC2JBGXX	2015-11-19	NCI0291_T_Tumor	NCI0291	NCI0291_T	Tumor		NCI0291_T				RNASeq	/projects/Clinomics/DATA/Sample_NCI0291_T_HHC2JBGXX/Sample_NCI0291_T_HHC2JBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0291_T_HHC2JBGXX/Sample_NCI0291_T_HHC2JBGXX_R2.fastq.gz		
##11191506	HHC2JBGXX	2015-11-19	NCI0300_T_Tumor	NCI0300	NCI0300_T	Tumor		NCI0300_T				RNASeq	/projects/Clinomics/DATA/Sample_NCI0300_T_HHC2JBGXX/Sample_NCI0300_T_HHC2JBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0300_T_HHC2JBGXX/Sample_NCI0300_T_HHC2JBGXX_R2.fastq.gz		
11191507	HH3CWBGXX	2015-11-19	NCI0291_B_E_Normal	NCI0291	NCI0291_B_E	Normal		NCI0291_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0291_B_E_HH3CWBGXX/Sample_NCI0291_B_E_HH3CWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0291_B_E_HH3CWBGXX/Sample_NCI0291_B_E_HH3CWBGXX_R2.fastq.gz	ClinVal	Clinomics
11191508	HH3CWBGXX	2015-11-19	NCI0291_B_P_Normal	NCI0291	NCI0291_B_P	Normal		NCI0291_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0291_B_P_HH3CWBGXX/Sample_NCI0291_B_P_HH3CWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0291_B_P_HH3CWBGXX/Sample_NCI0291_B_P_HH3CWBGXX_R2.fastq.gz	ClinVal	Clinomics
11191509	HH3CWBGXX	2015-11-19	NCI0291_T_E_Tumor	NCI0291	NCI0291_T_E	Tumor	NCI0291_B_E	NCI0291_T_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0291_T_E_HH3CWBGXX/Sample_NCI0291_T_E_HH3CWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0291_T_E_HH3CWBGXX/Sample_NCI0291_T_E_HH3CWBGXX_R2.fastq.gz	ClinVal	Clinomics
11191510	HH3CWBGXX	2015-11-19	NCI0291_T_P_Tumor	NCI0291	NCI0291_T_P	Tumor	NCI0291_B_P	NCI0291_T_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0291_T_P_HH3CWBGXX/Sample_NCI0291_T_P_HH3CWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0291_T_P_HH3CWBGXX/Sample_NCI0291_T_P_HH3CWBGXX_R2.fastq.gz	ClinVal	Clinomics
11191511	HH3CWBGXX	2015-11-19	NCI0300_B_E_Tumor	NCI0300	NCI0300_B_E	Tumor		NCI0300_B_E			clin.ex.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0300_B_E_HH3CWBGXX/Sample_NCI0300_B_E_HH3CWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0300_B_E_HH3CWBGXX/Sample_NCI0300_B_E_HH3CWBGXX_R2.fastq.gz	ClinVal	Clinomics
11191512	HH3CWBGXX	2015-11-19	NCI0300_B_P_Tumor	NCI0300	NCI0300_B_P	Tumor		NCI0300_B_P			clin.snv.v1	GenomicDNA	/projects/Clinomics/DATA/Sample_NCI0300_B_P_HH3CWBGXX/Sample_NCI0300_B_P_HH3CWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_NCI0300_B_P_HH3CWBGXX/Sample_NCI0300_B_P_HH3CWBGXX_R2.fastq.gz	ClinVal	Clinomics
1131601	HKMMWBGXX	2016-01-13	CL0030_T_E_Tumor	M719	CL0030_T_E	Tumor	CL0030_B_E	CL0030_T_E			clin.ex.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0030_T_E_HKMMWBGXX/Sample_CL0030_T_E_HKMMWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0030_T_E_HKMMWBGXX/Sample_CL0030_T_E_HKMMWBGXX_R2.fastq.gz	ClinVal	Clinomics
1131602	HKMMWBGXX	2016-01-13	CL0031_T_E_Tumor	M720	CL0031_T_E	Tumor	CL0030_B_E	CL0031_T_E			clin.ex.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0031_T_E_HKMMWBGXX/Sample_CL0031_T_E_HKMMWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0031_T_E_HKMMWBGXX/Sample_CL0031_T_E_HKMMWBGXX_R2.fastq.gz	ClinVal	Clinomics
1131603	HKMMWBGXX	2016-01-13	CL0030_B_E_Normal	NCI0307	CL0030_B_E	Normal		CL0030_B_E			clin.ex.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0030_B_E_HKMMWBGXX/Sample_CL0030_B_E_HKMMWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0030_B_E_HKMMWBGXX/Sample_CL0030_B_E_HKMMWBGXX_R2.fastq.gz	ClinVal	Clinomics
1131604	HKMMWBGXX	2016-01-13	CL0030_T_P_Tumor	M719	CL0030_T_P	Tumor	CL0030_B_P	CL0030_T_P			clin.snv.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0030_T_P_HKMMWBGXX/Sample_CL0030_T_P_HKMMWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0030_T_P_HKMMWBGXX/Sample_CL0030_T_P_HKMMWBGXX_R2.fastq.gz	ClinVal	Clinomics
1131605	HKMMWBGXX	2016-01-13	CL0031_T_P_Tumor	M720	CL0031_T_P	Tumor	CL0030_B_P	CL0031_T_P			clin.snv.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0031_T_P_HKMMWBGXX/Sample_CL0031_T_P_HKMMWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0031_T_P_HKMMWBGXX/Sample_CL0031_T_P_HKMMWBGXX_R2.fastq.gz	ClinVal	Clinomics
1131606	HKMMWBGXX	2016-01-13	CL0030_B_P_Normal	NCI0307	CL0030_B_P	Normal		CL0030_B_P			clin.snv.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0030_B_P_HKMMWBGXX/Sample_CL0030_B_P_HKMMWBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0030_B_P_HKMMWBGXX/Sample_CL0030_B_P_HKMMWBGXX_R2.fastq.gz	ClinVal	Clinomics
3021601	HKV2HBGXX	2016-03-02	CL0033_B_E_Normal	M948	CL0033_B_E	Normal		CL0033_B_E			clin.ex.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0033_B_E_HKV2HBGXX/Sample_CL0033_B_E_HKV2HBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0033_B_E_HKV2HBGXX/Sample_CL0033_B_E_HKV2HBGXX_R2.fastq.gz	ClinVal	Clinomics
3021602	HKV2HBGXX	2016-03-02	CL0033_T_E_Tumor	M966	CL0033_T_E	Tumor	CL0033_B_E	CL0033_T_E			clin.ex.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0033_T_E_HKV2HBGXX/Sample_CL0033_T_E_HKV2HBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0033_T_E_HKV2HBGXX/Sample_CL0033_T_E_HKV2HBGXX_R2.fastq.gz	ClinVal	Clinomics
3021603	HKV2HBGXX	2016-03-02	CL0034_T_E_Tumor	M967	CL0034_T_E	Tumor	CL0033_B_E	CL0034_T_E			clin.ex.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0034_T_E_HKV2HBGXX/Sample_CL0034_T_E_HKV2HBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0034_T_E_HKV2HBGXX/Sample_CL0034_T_E_HKV2HBGXX_R2.fastq.gz	ClinVal	Clinomics
3021604	HKV2HBGXX	2016-03-02	CL0033_B_P_Normal	M948	CL0033_B_P	Normal		CL0033_B_P			clin.snv.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0033_B_P_HKV2HBGXX/Sample_CL0033_B_P_HKV2HBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0033_B_P_HKV2HBGXX/Sample_CL0033_B_P_HKV2HBGXX_R2.fastq.gz	ClinVal	Clinomics
3021605	HKV2HBGXX	2016-03-02	CL0033_T_P_Tumor	M966	CL0033_T_P	Tumor	CL0033_B_P	CL0033_T_P			clin.snv.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0033_T_P_HKV2HBGXX/Sample_CL0033_T_P_HKV2HBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0033_T_P_HKV2HBGXX/Sample_CL0033_T_P_HKV2HBGXX_R2.fastq.gz	ClinVal	Clinomics
3021606	HKV2HBGXX	2016-03-02	CL0034_T_P_Tumor	M967	CL0034_T_P	Tumor	CL0033_B_P	CL0034_T_P			clin.snv.v1	Genomic DNA	/projects/Clinomics/DATA/Sample_CL0034_T_P_HKV2HBGXX/Sample_CL0034_T_P_HKV2HBGXX_R1.fastq.gz	/projects/Clinomics/DATA/Sample_CL0034_T_P_HKV2HBGXX/Sample_CL0034_T_P_HKV2HBGXX_R2.fastq.gz	ClinVal	Clinomics
